

---------------------------------------RPS  mobilenet  ALEATORIO  100%----------------------------------------------

Start time: 2025-03-28 09:26:35.600523 UTC
Evaluación 1 -> 2025-03-28 09:29:28.149414 UTC


---------------------------------------RPS  mobilenet  ALEATORIO  10%----------------------------------------------

Start time: 2025-03-28 09:32:17.888171 UTC
Evaluación 1 -> 2025-03-28 09:32:39.758896 UTC
Evaluación 2 -> 2025-03-28 09:33:02.209529 UTC
Evaluación 3 -> 2025-03-28 09:33:25.053671 UTC
Evaluación 4 -> 2025-03-28 09:33:48.069657 UTC
Evaluación 5 -> 2025-03-28 09:34:11.318839 UTC
Evaluación 6 -> 2025-03-28 09:34:32.527378 UTC
Evaluación 7 -> 2025-03-28 09:34:50.629711 UTC
Evaluación 8 -> 2025-03-28 09:35:09.543793 UTC
Evaluación 9 -> 2025-03-28 09:35:28.005702 UTC
Evaluación 10 -> 2025-03-28 09:35:46.602418 UTC
Evaluación 11 -> 2025-03-28 09:36:04.875914 UTC
Evaluación 12 -> 2025-03-28 09:36:23.031040 UTC
Evaluación 13 -> 2025-03-28 09:36:41.698684 UTC
Evaluación 14 -> 2025-03-28 09:37:00.066271 UTC
Evaluación 15 -> 2025-03-28 09:37:18.651215 UTC
Evaluación 16 -> 2025-03-28 09:37:37.110433 UTC
Evaluación 17 -> 2025-03-28 09:37:55.648953 UTC
Evaluación 18 -> 2025-03-28 09:38:14.412585 UTC
Evaluación 19 -> 2025-03-28 09:38:33.147266 UTC
Evaluación 20 -> 2025-03-28 09:38:51.458083 UTC
Evaluación 21 -> 2025-03-28 09:39:09.902466 UTC
Evaluación 22 -> 2025-03-28 09:39:28.349239 UTC
Evaluación 23 -> 2025-03-28 09:39:47.481499 UTC
Evaluación 24 -> 2025-03-28 09:40:06.309117 UTC
Evaluación 25 -> 2025-03-28 09:40:24.549053 UTC
Evaluación 26 -> 2025-03-28 09:40:42.758969 UTC
Evaluación 27 -> 2025-03-28 09:41:01.411388 UTC
Evaluación 28 -> 2025-03-28 09:41:19.565014 UTC
Evaluación 29 -> 2025-03-28 09:41:37.930582 UTC
Evaluación 30 -> 2025-03-28 09:41:56.241295 UTC
Evaluación 31 -> 2025-03-28 09:42:14.815941 UTC
Evaluación 32 -> 2025-03-28 09:42:33.070949 UTC
Evaluación 33 -> 2025-03-28 09:42:51.446061 UTC
Evaluación 34 -> 2025-03-28 09:43:09.702832 UTC
Evaluación 35 -> 2025-03-28 09:43:28.779862 UTC
Evaluación 36 -> 2025-03-28 09:43:47.072410 UTC
Evaluación 37 -> 2025-03-28 09:44:05.292204 UTC
Evaluación 38 -> 2025-03-28 09:44:23.715760 UTC
Evaluación 39 -> 2025-03-28 09:44:43.026095 UTC
Evaluación 40 -> 2025-03-28 09:45:01.726657 UTC
Evaluación 41 -> 2025-03-28 09:45:19.862079 UTC
Evaluación 42 -> 2025-03-28 09:45:38.328189 UTC
