

---------------------------------------RPS  mobilenet  ALEATORIO  100%----------------------------------------------

Start time: 2025-03-28 08:51:29.688680 UTC
Evaluación 1 -> 2025-03-28 08:55:54.311726 UTC


---------------------------------------RPS  mobilenet  ALEATORIO  10%----------------------------------------------

Start time: 2025-03-28 08:59:08.160186 UTC
Evaluación 1 -> 2025-03-28 08:59:34.550723 UTC
Evaluación 2 -> 2025-03-28 09:00:00.373609 UTC
Evaluación 3 -> 2025-03-28 09:00:26.325131 UTC
Evaluación 4 -> 2025-03-28 09:00:51.824392 UTC
Evaluación 5 -> 2025-03-28 09:01:16.993905 UTC
Evaluación 6 -> 2025-03-28 09:01:43.285649 UTC
Evaluación 7 -> 2025-03-28 09:02:09.542346 UTC
Evaluación 8 -> 2025-03-28 09:02:33.207892 UTC
Evaluación 9 -> 2025-03-28 09:02:58.240909 UTC
Evaluación 10 -> 2025-03-28 09:03:24.525169 UTC
Evaluación 11 -> 2025-03-28 09:03:50.878580 UTC
Evaluación 12 -> 2025-03-28 09:04:17.006239 UTC
Evaluación 13 -> 2025-03-28 09:04:43.185097 UTC
Evaluación 14 -> 2025-03-28 09:05:09.502658 UTC
Evaluación 15 -> 2025-03-28 09:05:35.786750 UTC
Evaluación 16 -> 2025-03-28 09:06:02.048056 UTC
Evaluación 17 -> 2025-03-28 09:06:26.460991 UTC
Evaluación 18 -> 2025-03-28 09:06:52.121697 UTC
Evaluación 19 -> 2025-03-28 09:07:18.364936 UTC
Evaluación 20 -> 2025-03-28 09:07:41.123999 UTC
Evaluación 21 -> 2025-03-28 09:08:01.745121 UTC
Evaluación 22 -> 2025-03-28 09:08:22.388825 UTC
Evaluación 23 -> 2025-03-28 09:08:43.990249 UTC
Evaluación 24 -> 2025-03-28 09:09:04.922492 UTC
Evaluación 25 -> 2025-03-28 09:09:26.686912 UTC
Evaluación 26 -> 2025-03-28 09:09:47.980211 UTC
Evaluación 27 -> 2025-03-28 09:10:09.014126 UTC
Evaluación 28 -> 2025-03-28 09:10:30.171814 UTC
Evaluación 29 -> 2025-03-28 09:10:51.578933 UTC
Evaluación 30 -> 2025-03-28 09:11:11.889428 UTC
Evaluación 31 -> 2025-03-28 09:11:32.737024 UTC
Evaluación 32 -> 2025-03-28 09:11:54.050839 UTC
Evaluación 33 -> 2025-03-28 09:12:14.877660 UTC
Evaluación 34 -> 2025-03-28 09:12:36.264496 UTC
Evaluación 35 -> 2025-03-28 09:12:58.172529 UTC
Evaluación 36 -> 2025-03-28 09:13:20.077946 UTC
Evaluación 37 -> 2025-03-28 09:13:40.978961 UTC
Evaluación 38 -> 2025-03-28 09:14:01.912524 UTC
Evaluación 39 -> 2025-03-28 09:14:23.403974 UTC
Evaluación 40 -> 2025-03-28 09:14:43.798551 UTC
Evaluación 41 -> 2025-03-28 09:15:03.944958 UTC
Evaluación 42 -> 2025-03-28 09:15:24.418316 UTC
Evaluación 43 -> 2025-03-28 09:15:44.923197 UTC
Evaluación 44 -> 2025-03-28 09:16:04.994366 UTC
Evaluación 45 -> 2025-03-28 09:16:26.103690 UTC
Evaluación 46 -> 2025-03-28 09:16:48.570072 UTC
Evaluación 47 -> 2025-03-28 09:17:08.507539 UTC
Evaluación 48 -> 2025-03-28 09:17:29.855202 UTC
Evaluación 49 -> 2025-03-28 09:17:51.110427 UTC
Evaluación 50 -> 2025-03-28 09:18:12.482684 UTC
Evaluación 51 -> 2025-03-28 09:18:33.114598 UTC
Evaluación 52 -> 2025-03-28 09:18:53.876716 UTC
Evaluación 53 -> 2025-03-28 09:19:14.930649 UTC
Evaluación 54 -> 2025-03-28 09:19:35.564875 UTC
Evaluación 55 -> 2025-03-28 09:19:56.129968 UTC
Evaluación 56 -> 2025-03-28 09:20:17.112513 UTC
Evaluación 57 -> 2025-03-28 09:20:38.335392 UTC
Evaluación 58 -> 2025-03-28 09:20:59.939488 UTC
Evaluación 59 -> 2025-03-28 09:21:21.092317 UTC
