

---------------------------------------RPS  resnet  ALEATORIO  100%----------------------------------------------

Start time: 2025-05-22 05:54:37.553456 UTC
Evaluación 1 -> 2025-05-22 05:57:50.870068 UTC


---------------------------------------RPS  resnet  ALEATORIO  25%----------------------------------------------

Start time: 2025-05-22 06:00:52.041336 UTC
Evaluación 1 -> 2025-05-22 06:01:52.294751 UTC
Evaluación 2 -> 2025-05-22 06:02:53.656311 UTC
Evaluación 3 -> 2025-05-22 06:03:54.116978 UTC
Evaluación 4 -> 2025-05-22 06:04:55.402663 UTC
Evaluación 5 -> 2025-05-22 06:05:53.357874 UTC
Evaluación 6 -> 2025-05-22 06:06:52.513426 UTC
Evaluación 7 -> 2025-05-22 06:07:52.014291 UTC
Evaluación 8 -> 2025-05-22 06:08:51.685725 UTC
Evaluación 9 -> 2025-05-22 06:09:51.891762 UTC
Evaluación 10 -> 2025-05-22 06:10:52.850429 UTC
Evaluación 11 -> 2025-05-22 06:11:51.460037 UTC
Evaluación 12 -> 2025-05-22 06:12:52.568375 UTC
Evaluación 13 -> 2025-05-22 06:13:49.427390 UTC
Evaluación 14 -> 2025-05-22 06:14:48.317097 UTC
Evaluación 15 -> 2025-05-22 06:15:50.627824 UTC
Evaluación 16 -> 2025-05-22 06:16:47.619003 UTC
Evaluación 17 -> 2025-05-22 06:17:44.820864 UTC
Evaluación 18 -> 2025-05-22 06:18:44.076160 UTC
Evaluación 19 -> 2025-05-22 06:19:44.566207 UTC
Evaluación 20 -> 2025-05-22 06:20:43.718341 UTC
Evaluación 21 -> 2025-05-22 06:21:42.821105 UTC
Evaluación 22 -> 2025-05-22 06:22:44.736436 UTC
Evaluación 23 -> 2025-05-22 06:23:46.842506 UTC
Evaluación 24 -> 2025-05-22 06:24:43.825629 UTC
Evaluación 25 -> 2025-05-22 06:25:43.943104 UTC
Evaluación 26 -> 2025-05-22 06:26:42.707491 UTC
Evaluación 27 -> 2025-05-22 06:27:40.292600 UTC
Evaluación 28 -> 2025-05-22 06:28:38.126184 UTC
Evaluación 29 -> 2025-05-22 06:29:39.078194 UTC
Evaluación 30 -> 2025-05-22 06:30:41.043023 UTC
Evaluación 31 -> 2025-05-22 06:31:41.673646 UTC
Evaluación 32 -> 2025-05-22 06:32:41.455125 UTC
Evaluación 33 -> 2025-05-22 06:33:40.609278 UTC
Evaluación 34 -> 2025-05-22 06:34:38.038429 UTC
Evaluación 35 -> 2025-05-22 06:35:37.023698 UTC
Evaluación 36 -> 2025-05-22 06:36:36.700218 UTC
Evaluación 37 -> 2025-05-22 06:37:34.369974 UTC
Evaluación 38 -> 2025-05-22 06:38:34.859716 UTC
Evaluación 39 -> 2025-05-22 06:39:33.732274 UTC
Evaluación 40 -> 2025-05-22 06:40:33.614400 UTC
Evaluación 41 -> 2025-05-22 06:41:31.854089 UTC
Evaluación 42 -> 2025-05-22 06:42:31.017419 UTC
Evaluación 43 -> 2025-05-22 06:43:30.797013 UTC
Evaluación 44 -> 2025-05-22 06:44:31.031734 UTC
Evaluación 45 -> 2025-05-22 06:45:28.300007 UTC
Evaluación 46 -> 2025-05-22 06:46:28.707252 UTC
Evaluación 47 -> 2025-05-22 06:47:28.127228 UTC
Evaluación 48 -> 2025-05-22 06:48:26.965046 UTC
Evaluación 49 -> 2025-05-22 06:49:28.467031 UTC
Evaluación 50 -> 2025-05-22 06:50:27.895909 UTC
Evaluación 51 -> 2025-05-22 06:51:28.927593 UTC
Evaluación 52 -> 2025-05-22 06:52:26.467765 UTC
Evaluación 53 -> 2025-05-22 06:53:21.958276 UTC
Evaluación 54 -> 2025-05-22 06:54:23.506615 UTC
Evaluación 55 -> 2025-05-22 06:55:22.303623 UTC
Evaluación 56 -> 2025-05-22 06:56:23.623713 UTC
Evaluación 57 -> 2025-05-22 06:57:22.042724 UTC
Evaluación 58 -> 2025-05-22 06:58:21.364534 UTC
