

---------------------------------------RPS  resnet  ALEATORIO  100%----------------------------------------------

Start time: 2025-05-22 05:54:37.506153 UTC
Evaluación 1 -> 2025-05-22 05:57:21.924416 UTC


---------------------------------------RPS  resnet  ALEATORIO  25%----------------------------------------------

Start time: 2025-05-22 05:59:44.198005 UTC
Evaluación 1 -> 2025-05-22 06:00:32.414718 UTC
Evaluación 2 -> 2025-05-22 06:01:25.233694 UTC
Evaluación 3 -> 2025-05-22 06:02:19.336445 UTC
Evaluación 4 -> 2025-05-22 06:03:10.194506 UTC
Evaluación 5 -> 2025-05-22 06:03:58.623352 UTC
Evaluación 6 -> 2025-05-22 06:04:48.808354 UTC
Evaluación 7 -> 2025-05-22 06:05:39.992834 UTC
Evaluación 8 -> 2025-05-22 06:06:31.660787 UTC
Evaluación 9 -> 2025-05-22 06:07:24.295135 UTC
Evaluación 10 -> 2025-05-22 06:08:15.937437 UTC
Evaluación 11 -> 2025-05-22 06:09:02.567722 UTC
Evaluación 12 -> 2025-05-22 06:09:53.617747 UTC
Evaluación 13 -> 2025-05-22 06:10:43.012586 UTC
Evaluación 14 -> 2025-05-22 06:11:32.506154 UTC
Evaluación 15 -> 2025-05-22 06:12:24.173026 UTC
Evaluación 16 -> 2025-05-22 06:13:16.231022 UTC
Evaluación 17 -> 2025-05-22 06:14:06.620896 UTC
Evaluación 18 -> 2025-05-22 06:14:59.080513 UTC
Evaluación 19 -> 2025-05-22 06:15:50.182008 UTC
Evaluación 20 -> 2025-05-22 06:16:43.088955 UTC
Evaluación 21 -> 2025-05-22 06:17:35.027568 UTC
Evaluación 22 -> 2025-05-22 06:18:25.368806 UTC
Evaluación 23 -> 2025-05-22 06:19:15.432740 UTC
Evaluación 24 -> 2025-05-22 06:20:04.173540 UTC
Evaluación 25 -> 2025-05-22 06:20:53.854264 UTC
Evaluación 26 -> 2025-05-22 06:21:43.795455 UTC
Evaluación 27 -> 2025-05-22 06:22:34.005073 UTC
Evaluación 28 -> 2025-05-22 06:23:29.855853 UTC
Evaluación 29 -> 2025-05-22 06:24:19.115708 UTC
Evaluación 30 -> 2025-05-22 06:25:09.134917 UTC
Evaluación 31 -> 2025-05-22 06:25:59.839571 UTC
Evaluación 32 -> 2025-05-22 06:26:52.402694 UTC
Evaluación 33 -> 2025-05-22 06:27:43.792826 UTC
Evaluación 34 -> 2025-05-22 06:28:34.943196 UTC
Evaluación 35 -> 2025-05-22 06:29:25.232943 UTC
Evaluación 36 -> 2025-05-22 06:30:20.309123 UTC
Evaluación 37 -> 2025-05-22 06:31:15.180803 UTC
Evaluación 38 -> 2025-05-22 06:32:09.768801 UTC
