

---------------------------------------CIFAR10  mobilenet  ALEATORIO  10%----------------------------------------------

Start time: 2025-05-23 13:32:56.006579 UTC
Evaluación 1 -> 2025-05-23 13:35:15.593195 UTC
Evaluación 2 -> 2025-05-23 13:37:18.331996 UTC
Evaluación 3 -> 2025-05-23 13:39:20.773327 UTC
Evaluación 4 -> 2025-05-23 13:41:23.461369 UTC
Evaluación 5 -> 2025-05-23 13:43:26.645680 UTC
Evaluación 6 -> 2025-05-23 13:45:28.787861 UTC
Evaluación 7 -> 2025-05-23 13:47:31.139167 UTC
Evaluación 8 -> 2025-05-23 13:49:33.426285 UTC
Evaluación 9 -> 2025-05-23 13:51:35.760300 UTC
Evaluación 10 -> 2025-05-23 13:53:38.078671 UTC
Evaluación 11 -> 2025-05-23 13:55:40.386433 UTC
Evaluación 12 -> 2025-05-23 13:57:42.474845 UTC
Evaluación 13 -> 2025-05-23 13:59:44.831791 UTC
Evaluación 14 -> 2025-05-23 14:01:47.458854 UTC
Evaluación 15 -> 2025-05-23 14:03:50.014150 UTC
Evaluación 16 -> 2025-05-23 14:05:52.589182 UTC
Evaluación 17 -> 2025-05-23 14:07:54.717377 UTC
Evaluación 18 -> 2025-05-23 14:09:57.333968 UTC
Evaluación 19 -> 2025-05-23 14:11:59.432660 UTC
Evaluación 20 -> 2025-05-23 14:14:01.920251 UTC
Evaluación 21 -> 2025-05-23 14:16:04.547583 UTC
Evaluación 22 -> 2025-05-23 14:18:07.039985 UTC
Evaluación 23 -> 2025-05-23 14:20:09.424629 UTC
Evaluación 24 -> 2025-05-23 14:22:12.193122 UTC
Evaluación 25 -> 2025-05-23 14:24:14.880611 UTC
Evaluación 26 -> 2025-05-23 14:26:17.247322 UTC
Evaluación 27 -> 2025-05-23 14:28:19.734318 UTC
Evaluación 28 -> 2025-05-23 14:30:22.301208 UTC
Evaluación 29 -> 2025-05-23 14:32:24.668913 UTC
Evaluación 30 -> 2025-05-23 14:34:27.096229 UTC
Evaluación 31 -> 2025-05-23 14:36:29.542198 UTC
Evaluación 32 -> 2025-05-23 14:38:32.329200 UTC
Evaluación 33 -> 2025-05-23 14:40:34.636196 UTC
Evaluación 34 -> 2025-05-23 14:42:37.115722 UTC
Evaluación 35 -> 2025-05-23 14:44:39.404691 UTC
Evaluación 36 -> 2025-05-23 14:46:41.750527 UTC
Evaluación 37 -> 2025-05-23 14:48:44.333302 UTC
Evaluación 38 -> 2025-05-23 14:50:47.178522 UTC
Evaluación 39 -> 2025-05-23 14:52:49.340304 UTC
Evaluación 40 -> 2025-05-23 14:54:51.995857 UTC
Evaluación 41 -> 2025-05-23 14:56:54.750552 UTC
Evaluación 42 -> 2025-05-23 14:58:57.557906 UTC
Evaluación 43 -> 2025-05-23 15:01:00.180585 UTC
Evaluación 44 -> 2025-05-23 15:03:02.923494 UTC
Evaluación 45 -> 2025-05-23 15:05:06.086225 UTC
Evaluación 46 -> 2025-05-23 15:07:08.315809 UTC
Evaluación 47 -> 2025-05-23 15:09:11.107799 UTC
Evaluación 48 -> 2025-05-23 15:11:13.590274 UTC
Evaluación 49 -> 2025-05-23 15:13:15.962790 UTC
Evaluación 50 -> 2025-05-23 15:15:19.306343 UTC
Evaluación 51 -> 2025-05-23 15:17:30.360535 UTC
Evaluación 52 -> 2025-05-23 15:19:40.598438 UTC
Evaluación 53 -> 2025-05-23 15:21:49.790807 UTC
Evaluación 54 -> 2025-05-23 15:23:59.467302 UTC
Evaluación 55 -> 2025-05-23 15:26:09.791712 UTC
Evaluación 56 -> 2025-05-23 15:28:20.002203 UTC
Evaluación 57 -> 2025-05-23 15:30:29.609797 UTC
Evaluación 58 -> 2025-05-23 15:32:38.684180 UTC
Evaluación 59 -> 2025-05-23 15:34:49.017731 UTC
Evaluación 60 -> 2025-05-23 15:36:58.650207 UTC
Evaluación 61 -> 2025-05-23 15:39:07.247205 UTC
Evaluación 62 -> 2025-05-23 15:41:09.612749 UTC
Evaluación 63 -> 2025-05-23 15:43:12.443653 UTC
Evaluación 64 -> 2025-05-23 15:45:15.200536 UTC
Evaluación 65 -> 2025-05-23 15:47:17.769823 UTC
Evaluación 66 -> 2025-05-23 15:49:20.415080 UTC
Evaluación 67 -> 2025-05-23 15:51:23.016619 UTC
Evaluación 68 -> 2025-05-23 15:53:25.817690 UTC
Evaluación 69 -> 2025-05-23 15:55:28.767231 UTC
Evaluación 70 -> 2025-05-23 15:57:31.258604 UTC
Evaluación 71 -> 2025-05-23 15:59:33.674081 UTC
Evaluación 72 -> 2025-05-23 16:01:35.945859 UTC
Evaluación 73 -> 2025-05-23 16:03:38.432014 UTC
Evaluación 74 -> 2025-05-23 16:05:41.326428 UTC
Evaluación 75 -> 2025-05-23 16:07:44.252089 UTC
Evaluación 76 -> 2025-05-23 16:09:46.912792 UTC
Evaluación 77 -> 2025-05-23 16:11:49.911279 UTC
Evaluación 78 -> 2025-05-23 16:13:52.339362 UTC
Evaluación 79 -> 2025-05-23 16:15:55.333749 UTC
Evaluación 80 -> 2025-05-23 16:17:57.951304 UTC
Evaluación 81 -> 2025-05-23 16:20:00.497213 UTC
Evaluación 82 -> 2025-05-23 16:22:03.155209 UTC
Evaluación 83 -> 2025-05-23 16:24:05.785251 UTC
Evaluación 84 -> 2025-05-23 16:26:08.466594 UTC
Evaluación 85 -> 2025-05-23 16:28:11.214505 UTC
Evaluación 86 -> 2025-05-23 16:30:13.754010 UTC
Evaluación 87 -> 2025-05-23 16:32:16.328329 UTC
Evaluación 88 -> 2025-05-23 16:34:18.836709 UTC
Evaluación 89 -> 2025-05-23 16:36:21.579579 UTC
Evaluación 90 -> 2025-05-23 16:38:24.070356 UTC
Evaluación 91 -> 2025-05-23 16:40:26.777155 UTC
Evaluación 92 -> 2025-05-23 16:42:29.123366 UTC
Evaluación 93 -> 2025-05-23 16:44:31.673397 UTC
Evaluación 94 -> 2025-05-23 16:46:34.210081 UTC
Evaluación 95 -> 2025-05-23 16:48:39.274492 UTC
Evaluación 96 -> 2025-05-23 16:50:43.808070 UTC
Evaluación 97 -> 2025-05-23 16:52:48.420978 UTC
Evaluación 98 -> 2025-05-23 16:54:52.813285 UTC
Evaluación 99 -> 2025-05-23 16:56:57.376475 UTC
