

---------------------------------------CIFAR10  mobilenet  ALEATORIO  100%----------------------------------------------

Start time: 2025-06-01 00:49:07.593776 UTC
Evaluación 1 -> 2025-06-01 01:13:02.731023 UTC


---------------------------------------CIFAR10  mobilenet  MEMETICO  10%----------------------------------------------

Start time: 2025-06-01 01:36:43.289984 UTC
Evaluación 1 -> 2025-06-01 01:39:42.795541 UTC
Evaluación 2 -> 2025-06-01 01:42:32.888910 UTC
Evaluación 3 -> 2025-06-01 01:45:22.964192 UTC
Evaluación 4 -> 2025-06-01 01:48:12.827482 UTC
Evaluación 5 -> 2025-06-01 01:51:02.456654 UTC
Evaluación 6 -> 2025-06-01 01:53:52.083979 UTC
Evaluación 7 -> 2025-06-01 01:56:41.698209 UTC
Evaluación 8 -> 2025-06-01 01:59:31.160119 UTC
Evaluación 9 -> 2025-06-01 02:02:20.934122 UTC
Evaluación 10 -> 2025-06-01 02:05:10.877864 UTC
Evaluación 11 -> 2025-06-01 02:08:01.791181 UTC
Evaluación 12 -> 2025-06-01 02:10:52.036116 UTC
Evaluación 13 -> 2025-06-01 02:13:42.256555 UTC
Evaluación 14 -> 2025-06-01 02:16:33.066086 UTC
Evaluación 15 -> 2025-06-01 02:19:24.062258 UTC
Evaluación 16 -> 2025-06-01 02:22:13.576265 UTC
Evaluación 17 -> 2025-06-01 02:25:06.259335 UTC
Evaluación 18 -> 2025-06-01 02:27:59.279451 UTC
Evaluación 19 -> 2025-06-01 02:30:52.515335 UTC
Evaluación 20 -> 2025-06-01 02:33:45.584362 UTC
Evaluación 21 -> 2025-06-01 02:36:38.422293 UTC
Evaluación 22 -> 2025-06-01 02:39:31.646073 UTC
Evaluación 23 -> 2025-06-01 02:42:24.171271 UTC
Evaluación 24 -> 2025-06-01 02:45:17.155957 UTC
Evaluación 25 -> 2025-06-01 02:48:11.044576 UTC
Evaluación 26 -> 2025-06-01 02:51:03.172474 UTC
Evaluación 27 -> 2025-06-01 02:53:53.891794 UTC
Evaluación 28 -> 2025-06-01 02:56:44.836831 UTC
Evaluación 29 -> 2025-06-01 02:59:35.751609 UTC
Evaluación 30 -> 2025-06-01 03:02:26.330974 UTC
Evaluación 31 -> 2025-06-01 03:05:17.305958 UTC
Evaluación 32 -> 2025-06-01 03:08:08.361812 UTC
Evaluación 33 -> 2025-06-01 03:10:59.029179 UTC
Evaluación 34 -> 2025-06-01 03:13:49.663189 UTC
Evaluación 35 -> 2025-06-01 03:16:40.822938 UTC
Evaluación 36 -> 2025-06-01 03:19:33.474751 UTC
Evaluación 37 -> 2025-06-01 03:22:25.989885 UTC
Evaluación 38 -> 2025-06-01 03:25:20.169384 UTC
Evaluación 39 -> 2025-06-01 03:28:12.810106 UTC
Evaluación 40 -> 2025-06-01 03:31:06.003852 UTC
Evaluación 41 -> 2025-06-01 03:33:58.794706 UTC
Evaluación 42 -> 2025-06-01 03:36:51.268924 UTC
Evaluación 43 -> 2025-06-01 03:39:43.465609 UTC
Evaluación 44 -> 2025-06-01 03:42:35.946172 UTC
Evaluación 45 -> 2025-06-01 03:45:26.588080 UTC
Evaluación 46 -> 2025-06-01 03:48:18.329468 UTC
Evaluación 47 -> 2025-06-01 03:51:08.179722 UTC
Evaluación 48 -> 2025-06-01 03:53:57.320343 UTC
Evaluación 49 -> 2025-06-01 03:56:47.594952 UTC
Evaluación 50 -> 2025-06-01 03:59:38.676578 UTC
Evaluación 51 -> 2025-06-01 04:02:30.376472 UTC
Evaluación 52 -> 2025-06-01 04:05:22.068937 UTC
Evaluación 53 -> 2025-06-01 04:08:14.317511 UTC
Evaluación 54 -> 2025-06-01 04:11:06.183548 UTC
Evaluación 55 -> 2025-06-01 04:13:57.515319 UTC
Evaluación 56 -> 2025-06-01 04:16:49.408722 UTC
Evaluación 57 -> 2025-06-01 04:19:41.340659 UTC
Evaluación 58 -> 2025-06-01 04:22:33.847708 UTC
Evaluación 59 -> 2025-06-01 04:25:22.904324 UTC
Evaluación 60 -> 2025-06-01 04:28:15.622502 UTC
Evaluación 61 -> 2025-06-01 04:31:07.392177 UTC
Evaluación 62 -> 2025-06-01 04:33:59.360095 UTC
Evaluación 63 -> 2025-06-01 04:36:50.607890 UTC
Evaluación 64 -> 2025-06-01 04:39:42.892725 UTC
Evaluación 65 -> 2025-06-01 04:42:34.167972 UTC
Evaluación 66 -> 2025-06-01 04:45:25.883358 UTC
Evaluación 67 -> 2025-06-01 04:48:17.458562 UTC
Evaluación 68 -> 2025-06-01 04:51:09.367680 UTC
Evaluación 69 -> 2025-06-01 04:53:59.206261 UTC
Evaluación 70 -> 2025-06-01 04:56:48.489776 UTC
Evaluación 71 -> 2025-06-01 04:59:39.250123 UTC
Evaluación 72 -> 2025-06-01 05:02:30.106372 UTC
Evaluación 73 -> 2025-06-01 05:05:21.862164 UTC
Evaluación 74 -> 2025-06-01 05:08:12.200593 UTC
Evaluación 75 -> 2025-06-01 05:11:02.161182 UTC
Evaluación 76 -> 2025-06-01 05:13:51.673370 UTC
Evaluación 77 -> 2025-06-01 05:16:41.329077 UTC
Evaluación 78 -> 2025-06-01 05:19:32.520104 UTC
Evaluación 79 -> 2025-06-01 05:22:21.306482 UTC
Evaluación 80 -> 2025-06-01 05:25:13.178545 UTC
Evaluación 81 -> 2025-06-01 05:28:04.660683 UTC
Evaluación 82 -> 2025-06-01 05:30:56.267069 UTC
Evaluación 83 -> 2025-06-01 05:33:48.195470 UTC
Evaluación 84 -> 2025-06-01 05:36:39.878038 UTC
Evaluación 85 -> 2025-06-01 05:39:31.139050 UTC
Evaluación 86 -> 2025-06-01 05:42:22.515444 UTC
Evaluación 87 -> 2025-06-01 05:45:14.647812 UTC
Evaluación 88 -> 2025-06-01 05:48:05.870463 UTC
Evaluación 89 -> 2025-06-01 05:50:55.431503 UTC
Evaluación 90 -> 2025-06-01 05:53:44.455813 UTC
Evaluación 91 -> 2025-06-01 05:56:34.373855 UTC
Evaluación 92 -> 2025-06-01 05:59:24.651192 UTC
Evaluación 93 -> 2025-06-01 06:02:14.369864 UTC
Evaluación 94 -> 2025-06-01 06:05:04.000906 UTC
Evaluación 95 -> 2025-06-01 06:07:56.298487 UTC
Evaluación 96 -> 2025-06-01 06:10:48.986694 UTC
Evaluación 97 -> 2025-06-01 06:13:41.286409 UTC
Evaluación 98 -> 2025-06-01 06:16:33.948421 UTC
Evaluación 99 -> 2025-06-01 06:19:26.096676 UTC
Evaluación 100 -> 2025-06-01 06:22:19.335219 UTC


---------------------------------------CIFAR10  mobilenet  MEMETICO  25%----------------------------------------------

Start time: 2025-06-01 06:25:11.397824 UTC
Evaluación 1 -> 2025-06-01 06:31:38.512731 UTC
Evaluación 2 -> 2025-06-01 06:37:55.904294 UTC
Evaluación 3 -> 2025-06-01 06:44:13.432879 UTC
Evaluación 4 -> 2025-06-01 06:50:31.814939 UTC
Evaluación 5 -> 2025-06-01 06:56:49.225610 UTC
Evaluación 6 -> 2025-06-01 07:03:07.720740 UTC
Evaluación 7 -> 2025-06-01 07:09:25.405216 UTC
Evaluación 8 -> 2025-06-01 07:15:42.821617 UTC
Evaluación 9 -> 2025-06-01 07:22:00.566446 UTC
Evaluación 10 -> 2025-06-01 07:28:18.398887 UTC
Evaluación 11 -> 2025-06-01 07:34:36.844350 UTC
Evaluación 12 -> 2025-06-01 07:40:54.149112 UTC
Evaluación 13 -> 2025-06-01 07:47:13.962732 UTC
Evaluación 14 -> 2025-06-01 07:53:32.264397 UTC
Evaluación 15 -> 2025-06-01 07:59:51.935818 UTC
Evaluación 16 -> 2025-06-01 08:06:11.736102 UTC
Evaluación 17 -> 2025-06-01 08:12:32.904858 UTC
Evaluación 18 -> 2025-06-01 08:18:55.151618 UTC
Evaluación 19 -> 2025-06-01 08:25:16.519124 UTC
Evaluación 20 -> 2025-06-01 08:31:37.299512 UTC
Evaluación 21 -> 2025-06-01 08:37:58.560905 UTC
Evaluación 22 -> 2025-06-01 08:44:20.708345 UTC
Evaluación 23 -> 2025-06-01 08:50:43.332789 UTC
Evaluación 24 -> 2025-06-01 08:57:03.579497 UTC
Evaluación 25 -> 2025-06-01 09:03:24.376311 UTC
Evaluación 26 -> 2025-06-01 09:09:45.343657 UTC
Evaluación 27 -> 2025-06-01 09:16:04.387170 UTC
Evaluación 28 -> 2025-06-01 09:22:24.253011 UTC
Evaluación 29 -> 2025-06-01 09:28:44.620844 UTC
Evaluación 30 -> 2025-06-01 09:35:04.952517 UTC
Evaluación 31 -> 2025-06-01 09:41:25.738533 UTC
Evaluación 32 -> 2025-06-01 09:47:46.045750 UTC
Evaluación 33 -> 2025-06-01 09:54:07.673037 UTC
Evaluación 34 -> 2025-06-01 10:00:29.644996 UTC
Evaluación 35 -> 2025-06-01 10:06:50.731728 UTC
Evaluación 36 -> 2025-06-01 10:13:11.228103 UTC
Evaluación 37 -> 2025-06-01 10:19:32.666974 UTC
Evaluación 38 -> 2025-06-01 10:25:53.894032 UTC
Evaluación 39 -> 2025-06-01 10:32:14.749399 UTC
Evaluación 40 -> 2025-06-01 10:38:35.656180 UTC
Evaluación 41 -> 2025-06-01 10:44:57.230037 UTC
Evaluación 42 -> 2025-06-01 10:51:18.711023 UTC
Evaluación 43 -> 2025-06-01 10:57:39.315031 UTC
Evaluación 44 -> 2025-06-01 11:04:01.108816 UTC
Evaluación 45 -> 2025-06-01 11:10:21.545654 UTC
Evaluación 46 -> 2025-06-01 11:16:44.669365 UTC
Evaluación 47 -> 2025-06-01 11:23:05.744723 UTC
Evaluación 48 -> 2025-06-01 11:29:25.074716 UTC
Evaluación 49 -> 2025-06-01 11:35:46.661065 UTC
Evaluación 50 -> 2025-06-01 11:42:06.906637 UTC
Evaluación 51 -> 2025-06-01 11:48:29.502732 UTC
Evaluación 52 -> 2025-06-01 11:54:50.087666 UTC
Evaluación 53 -> 2025-06-01 12:01:10.707448 UTC
Evaluación 54 -> 2025-06-01 12:07:31.399417 UTC
Evaluación 55 -> 2025-06-01 12:13:52.464418 UTC
Evaluación 56 -> 2025-06-01 12:20:10.369141 UTC
Evaluación 57 -> 2025-06-01 12:26:31.122893 UTC
Evaluación 58 -> 2025-06-01 12:32:51.959660 UTC
Evaluación 59 -> 2025-06-01 12:39:11.433204 UTC
Evaluación 60 -> 2025-06-01 12:45:33.221060 UTC
Evaluación 61 -> 2025-06-01 12:51:50.967438 UTC
Evaluación 62 -> 2025-06-01 12:58:12.430695 UTC
Evaluación 63 -> 2025-06-01 13:04:31.265687 UTC
Evaluación 64 -> 2025-06-01 13:10:51.938272 UTC
Evaluación 65 -> 2025-06-01 13:17:12.452701 UTC
Evaluación 66 -> 2025-06-01 13:23:28.907526 UTC
Evaluación 67 -> 2025-06-01 13:29:47.006587 UTC
Evaluación 68 -> 2025-06-01 13:36:05.246248 UTC
Evaluación 69 -> 2025-06-01 13:42:25.135551 UTC
Evaluación 70 -> 2025-06-01 13:48:47.228731 UTC
Evaluación 71 -> 2025-06-01 13:55:08.380657 UTC
Evaluación 72 -> 2025-06-01 14:01:28.600815 UTC
Evaluación 73 -> 2025-06-01 14:07:49.574000 UTC
Evaluación 74 -> 2025-06-01 14:14:10.895082 UTC
Evaluación 75 -> 2025-06-01 14:20:31.513486 UTC
Evaluación 76 -> 2025-06-01 14:26:52.277753 UTC
Evaluación 77 -> 2025-06-01 14:33:12.254434 UTC
Evaluación 78 -> 2025-06-01 14:39:33.530903 UTC
Evaluación 79 -> 2025-06-01 14:45:51.033001 UTC
Evaluación 80 -> 2025-06-01 14:52:09.967334 UTC
Evaluación 81 -> 2025-06-01 14:58:32.162411 UTC
Evaluación 82 -> 2025-06-01 15:04:53.336658 UTC
Evaluación 83 -> 2025-06-01 15:11:12.379942 UTC
Evaluación 84 -> 2025-06-01 15:17:32.732232 UTC
Evaluación 85 -> 2025-06-01 15:23:52.982703 UTC
Evaluación 86 -> 2025-06-01 15:30:13.383101 UTC
Evaluación 87 -> 2025-06-01 15:36:31.347360 UTC
Evaluación 88 -> 2025-06-01 15:42:50.824649 UTC
Evaluación 89 -> 2025-06-01 15:49:09.429153 UTC
Evaluación 90 -> 2025-06-01 15:55:26.337660 UTC
Evaluación 91 -> 2025-06-01 16:01:46.903566 UTC
Evaluación 92 -> 2025-06-01 16:08:06.771499 UTC
