

---------------------------------------CIFAR10  mobilenet  ALEATORIO  100%----------------------------------------------

Start time: 2025-05-24 15:40:24.006996 UTC
Evaluación 1 -> 2025-05-24 15:56:36.830737 UTC


---------------------------------------CIFAR10  mobilenet  MEMETICO  10%----------------------------------------------

Start time: 2025-05-24 16:12:29.839735 UTC
Evaluación 1 -> 2025-05-24 16:14:33.500430 UTC
Evaluación 2 -> 2025-05-24 16:16:28.208190 UTC
Evaluación 3 -> 2025-05-24 16:18:22.604739 UTC
Evaluación 4 -> 2025-05-24 16:20:17.064153 UTC
Evaluación 5 -> 2025-05-24 16:22:11.387118 UTC
Evaluación 6 -> 2025-05-24 16:24:05.771184 UTC
Evaluación 7 -> 2025-05-24 16:25:59.972382 UTC
Evaluación 8 -> 2025-05-24 16:27:55.014814 UTC
Evaluación 9 -> 2025-05-24 16:29:49.307098 UTC
Evaluación 10 -> 2025-05-24 16:31:43.468265 UTC
Evaluación 11 -> 2025-05-24 16:33:37.879852 UTC
Evaluación 12 -> 2025-05-24 16:35:34.405330 UTC
Evaluación 13 -> 2025-05-24 16:37:30.768214 UTC
Evaluación 14 -> 2025-05-24 16:39:26.968159 UTC
Evaluación 15 -> 2025-05-24 16:41:23.362416 UTC
Evaluación 16 -> 2025-05-24 16:43:20.695569 UTC
Evaluación 17 -> 2025-05-24 16:45:16.921644 UTC
Evaluación 18 -> 2025-05-24 16:47:12.652817 UTC
Evaluación 19 -> 2025-05-24 16:49:08.881848 UTC
Evaluación 20 -> 2025-05-24 16:51:05.117558 UTC
Evaluación 21 -> 2025-05-24 16:52:59.496963 UTC
Evaluación 22 -> 2025-05-24 16:54:55.747359 UTC
Evaluación 23 -> 2025-05-24 16:56:51.679714 UTC
Evaluación 24 -> 2025-05-24 16:58:47.973780 UTC
Evaluación 25 -> 2025-05-24 17:00:44.351848 UTC
Evaluación 26 -> 2025-05-24 17:02:40.459888 UTC
Evaluación 27 -> 2025-05-24 17:04:36.800114 UTC
Evaluación 28 -> 2025-05-24 17:06:33.034364 UTC
Evaluación 29 -> 2025-05-24 17:08:29.217088 UTC
Evaluación 30 -> 2025-05-24 17:10:25.682732 UTC
Evaluación 31 -> 2025-05-24 17:12:21.047944 UTC
Evaluación 32 -> 2025-05-24 17:14:15.170015 UTC
Evaluación 33 -> 2025-05-24 17:16:11.284587 UTC
Evaluación 34 -> 2025-05-24 17:18:07.497357 UTC
Evaluación 35 -> 2025-05-24 17:20:03.347381 UTC
Evaluación 36 -> 2025-05-24 17:21:59.620493 UTC
Evaluación 37 -> 2025-05-24 17:23:55.706538 UTC
Evaluación 38 -> 2025-05-24 17:25:52.163085 UTC
Evaluación 39 -> 2025-05-24 17:27:48.394041 UTC
Evaluación 40 -> 2025-05-24 17:29:44.413546 UTC
Evaluación 41 -> 2025-05-24 17:31:40.789904 UTC
Evaluación 42 -> 2025-05-24 17:33:35.160647 UTC
Evaluación 43 -> 2025-05-24 17:35:31.075854 UTC
Evaluación 44 -> 2025-05-24 17:37:27.141205 UTC
Evaluación 45 -> 2025-05-24 17:39:22.979207 UTC
Evaluación 46 -> 2025-05-24 17:41:18.410360 UTC
Evaluación 47 -> 2025-05-24 17:43:13.727707 UTC
Evaluación 48 -> 2025-05-24 17:45:10.168258 UTC
Evaluación 49 -> 2025-05-24 17:47:06.659010 UTC
Evaluación 50 -> 2025-05-24 17:49:02.487842 UTC
Evaluación 51 -> 2025-05-24 17:50:58.019500 UTC
Evaluación 52 -> 2025-05-24 17:52:52.016852 UTC
Evaluación 53 -> 2025-05-24 17:54:46.187719 UTC
Evaluación 54 -> 2025-05-24 17:56:40.940626 UTC
Evaluación 55 -> 2025-05-24 17:58:36.828296 UTC
Evaluación 56 -> 2025-05-24 18:00:31.731958 UTC
Evaluación 57 -> 2025-05-24 18:02:26.139107 UTC
Evaluación 58 -> 2025-05-24 18:04:22.010619 UTC
Evaluación 59 -> 2025-05-24 18:06:18.469784 UTC
Evaluación 60 -> 2025-05-24 18:08:14.969125 UTC
Evaluación 61 -> 2025-05-24 18:10:11.471323 UTC
